编号,id,微博正文,发布时间,情绪
855,4935120689566837,暂停公布青年失业率......支持！但要说两句#春风下#标哥聊世界#标哥有话说L标哥符号的微博视频,2023-08-15 21:58:00,
856,4935132039614762,申请的失业金，今天到账了，比想象的多。上班二十载，一直在缴失业金，没想到今年用到了，希望余生我不会再用到。,2023-08-15 22:43:00,"(relief,0.4),(gratitude,0.3),(hope,0.2),(pride,0.1)"
857,4877893303796197,邋遢真的是，把我闺女骗去了团然后自己去勾搭了全世界。今天也是想我那失业闺女的一天。,2023-03-10 23:57:00,"(anger,0.3),(sadness,0.2),(frustration,0.1)"
858,4876802148010587,失业后的快乐生活记,2023-03-07 23:41:00,"(joy,0.4),(satisfaction,0.3),(freedom,0.2),(relief,0.1)"
859,4877156226961279,好惨啊，我又失业了,2023-03-08 23:08:00,
860,4935141497250107,我好菜啊明年毕业即失业了,2023-08-15 23:21:00,"(sadness,0.7),(frustration,0.3),(anxiety,0.2)"
861,4880791169928027,如果你没有个好爹那么你学个纯艺上多少年大学都是失业的命,2023-03-18 23:52:00,"(anger,0.4),(frustration,0.3),(disappointment,0.3)"
862,4880057452201195,上了一个多月的班，公司突然倒闭了栓q莫名其妙失业了,2023-03-16 23:17:00,"(anger,0.45),(frustration,0.35),(disappointment,0.2)"
863,4880420107191024,很好，失业倒计时两年哦，力争21个月,2023-03-17 23:18:00,"(frustration,0.2),(determination,0.1)"
864,4875705265947877,失业了要,2023-03-04 23:03:00,"(angry,0.7),(frustration,0.3)"
865,4878250746318985,35就失业了，还要待业5年才能养老？建议35后必须养老，积极缴纳养老保险，特别是漏掉的农村准备养老的80后以及40506070未参保人员，积极支持养老，医疗制度改革，切实体会政府的良苦用心，做到及时缴纳，不漏一人，基层工作人员深入群众多做动员，尤其是4050后，6070后加大筛查力度，8090后依托父母亲人可适当调增，0010后必须顶格征收，20后可预缴养老保险，同时开发养老保险各种理财，拓宽思路，才能取之于民#养老保险制度改革#,2023-03-11 23:37:00,"(urgency,0.4),(care,0.3),(support,0.2),(reform,0.1)"
866,4877886101656540,社融的资金准备的七七八八了，行业协会的牛p一个接一个吹，产业政策在继续倾斜，不是射箭就在造箭待射的状态，稳住基本盘的意思就是不能对面的硅谷银行一样，连苗头都不能有，但是今天显然还是在预期通缩的路上自淫外部的能源也打开了，建议提前把航母开到霍尔木兹基本盘就稳了，而最终的东风靠的是即将公布的城镇失业率，希望尽快转好#赔钱到胡言乱语#,2023-03-10 23:28:00,"(anger,0.4),(frustration,0.3),(disappointment,0.2),(sarcasm,0.1)"
867,4877524339523963,晚上走在街上，偶遇班上家长，他们开着一家烤鸡腿店。看到我后，热情地打了招呼，同时非要递给我俩个大鸡腿，让我尝尝，看着如此真诚，便也欣然接受了。在简单的闲谈中，得知他们因为疫情失业回到了家乡，经营着这家店铺，再交谈到儿子进步明显，我说他也很听话，此时他们儿子端着饭碗走出来，礼貌地向我问好，如此落落大方，挺好。片刻，我感受到了烟火气息，其实也就是每个人对生活一切期望。散去，心中觉得每个孩子确实是家长的心头宝，有时也真应该多夸夸这些学生们，毕竟他们都会成长为和你我一样的大人。,2023-03-09 23:31:00,"(warmth,0.4),(gratitude,0.3),(positive,0.2),(familial,0.1)"
868,4877891912076388,本人是一个专科院校后面升本的护理毕业，毕业后在老家的小县城做一个小护士，每个月拿着几千的工资。在小县城平平淡淡的找到了自己的相爱的人，结了婚，丈夫在外跑滴，爸妈在小县城开了一家小饭店，虽然说不上富裕，但是在小县城也过得舒适，原来从来没有想过考研，可是恰逢疫情，丈夫失业，父母饭店倒闭，就我一个人苦苦支撑着家庭，每天早出晚归，根本没时间陪家人。后面还有生娃养孩买房买车的压力，挣扎在三，还是决定考研提升自己，不仅是为了自己，也是为了以后更好的生活，最后我选择了跨考公共卫生，并选择了本省一所有名的医科大学，最后一战成功上岸。考研公卫考研#公卫猫#O护理跨考公卫经验帖,2023-03-10 23:52:00,"(determination,0.4),(pressure,0.3),(satisfaction,0.2),(love,0.1)"
869,4935132311716103,#生育率#食品安全问题不管，各种疾病，劳动法不落实，996，高房价，高失业率，埋头苦读十几年的书，为了一堆钢筋水泥掏空几代人的积蓄，精神压力极大，最后背上一身病痛…..以上种种，还有什么理由生孩子？？？,2023-08-15 22:44:00,"(frustration,0.8),(desperation,0.4),(sadness,0.3),(anger,0.2),(fear,0.1)"
870,4876429516611864,初级会计，经济法失业保险待遇：1、失业保险金领取期限自#办理失业“登记”之日起#计算。2、领取失业保险金期满仍未就业且#距法定退休年龄不足1年的#，可继续发放失业保险金至法定退休年龄。,2023-03-06 23:00:00,"(angry,0.4),(frustration,0.3),(confusion,0.2)"
871,4876434852022368,2023.3.6晴。天气越来越热了/感觉现在的工作压力越来越大/学点东西万一以后失业还能做其他的赚钱/好梦,2023-03-06 23:22:00,"(frustration,0.4),(anxiety,0.3),(hope,0.3),(ambition,0.2)"
872,4876429651870825,god开滴滴的大姐聊天，老北京人，失业，没有幸福感，抹眼泪。。,2023-03-06 23:01:00,"(anger,0.4),(sadness,0.3),(frustration,0.2)"
873,4878970627821910,失业之后又开始看新西游记甄嬛传家有儿女武林外传了！,2023-03-13 23:18:00,"(excitement,0.4),(curiosity,0.3),(satisfaction,0.2)"
874,4877887704665358,#姚晨回应张颂文感谢她一辈子#那年，张颂文以北京电影学院全届专业第一毕业，但毕业即失业。第一年，他见了360个剧组，被拒绝了300多次，被否定了360多次。第二年，自尊心有点受不了，见了280个剧组，全失败了。第三年，200个左右。当时，这句话不停鼓励他，支撑了他3年：「明天，就会好的。」当你觉得很难的时候，熬不下去的时候，如果你真的热爱，请再试着坚持一次。,2023-03-10 23:35:00,"(happiness,0.8)"
875,4876080865347798,一场招聘会上的易拉宝刺痛了很多人的心，使得人们不禁要问我们寒窗苦读十几年的意义到底是什么？虽说“三百六十行，行行出状元”，但看到那些招聘岗位，的确让人心有不甘，面临毕业找工作的大学生们究竟该何去何从。近几年，受多种复杂因素的影响，整个社会的就业环境皆不如人意，而面对数量庞大的的大学毕业生一下涌入社会，本来社会所能够提供的就业岗位就捉襟见肘，这时供需矛盾就显现出来了，很多人面临毕业即失业的窘境。既然我们通过扩招等方式使得我们国民受高等教育的水平得到了提高，我们也要未雨绸缪，要思考怎样消化这些庞大的大学毕业生人群，给他们提供足够的就业岗位，让他们学有所成，学有所获，学有所用。商丘,2023-03-05 23:55:00,"(frustration,0.4),(anxiety,0.3),(challenge,0.2),(opportunity,0.1)"
876,4877526175846912,#量化对冲基金#美国商务部长雷蒙多：美国和印度将共同规划半导体供应链，并确定合资企业、研发和技术合作伙伴关系方面的机会。美联储不会在衰退发生前暂停加息3月9日讯，TSLombard首席美国经济学家斯蒂文·布里茨表示，在美国进入衰退之前，美联储不可能中断加息周期。“在衰退发生、失业率上升时，美联储将停止加息。在经济未衰退的情况下，美联储不知道终端利率在哪里，因为他们不知道要加息至多高，通胀才能稳定下来而不引发衰退。”,2023-03-09 23:38:00,"(excitement,0.4),(anticipation,0.3),(confidence,0.2)"
877,4877528109420273,每次看b站的鼠鼠文学视频都会静音，因为那个男声配音真的很恶心，每次带着对故事的共鸣和好奇点开视频，一听见那个三十岁爹味失业男般的配音就想一头撞死自己。,2023-03-09 23:46:00,"(anger,0.6),(frustration,0.3),(disgust,0.1)"
878,4878968018441699,#银行倒闭意味着什么#近期，硅谷银行事件引发热议，亲眼见证万亿银行一夜倒闭，一时间舆论哗然。那么#亲眼见证一家银行倒闭是什么体验#？银行为什么会破产？破产了对各界又有什么影响？#才被硅谷银行录取就失业了#L互联网那些事儿v的微博视频,2023-03-13 23:08:00,"(anger,0.4),(frustration,0.3),(sadness,0.2),(fear,0.1)"
879,4878970962841909,不要大手大脚，因为明天就可能失业不要趾高气扬，因为明天就可能失势不要吹嘘爱情，因为明天就可能失恋不要委屈自己，因为明天就可能死去不要自暴自弃，也许明天就交桃花运……,2023-03-13 23:19:00,"(anger,0.4),(fear,0.3),(sadness,0.2),(love,0.1)"
880,4877519683848872,"高层定调！今年的经济，就靠它了作者丨老船长01大会开幕，2023年的工作目标终于定了：5%左右。确实比预期中的数值稍低了一点。但宏观环境的不确定，5%也并非能轻易完成。怎么干？投资、出口和消费，三家马车一个也不能落下。报告中第一个提到的，就是消费：把恢复和扩大消费摆在优先位置。投资依然是主要抓手，刚刚公布的1-2月份的出口数据，还是比较疲弱。拉动内需的重任，就落到了消费肩上。那今年怎么促进消费？稳定大宗消费，推动生活服务消费恢复。大宗消费，就是房子、汽车、家居方面的消费，而生活服务消费，则是餐饮、娱乐、医疗、教育等等。有些地方，已经开始大刀阔斧的行动了。湖北地区的这两个品牌汽车，政企综合补贴最高达到了9万元，简直豪横。还有更多的购房补贴、旅游消费券、餐饮娱乐消费券，花样繁多。一个字总结就是：赶紧花钱！由于疫情的冲击，2020-2022年的消费与前几年相比，算是跌落谷底。2019年之前，消费的增速还能保持在8%以上。而到了2020年、2022年，直接变成了负增长。每一个个体都无法逃避。前任国家统计局局长最近也有同样的表态：我的工资卡平时都是我的妻子负责管理，我的钱肯定还是家里用得多一些。我个人消费，偶尔也有吃饭AA制，但餐馆不开你就没法实现。……过去三年受疫情影响，消费受阻，我的消费大大降低了，被动储蓄增加了。但局长同志似乎忘了一个前提，那就是他的收入毕竟稳定，而很多中小企业或者打工人，已经面临收入下降了。因此，想要恢复消费的最大前提就是：提升收入。道理再简单不过：没有钱，拿什么消费？02疫情三年，收入确实成了一个大难题。2022年，全国人均可支配收入36883元，实际增速只有2.9%。2020/2022这两年的收入增速，基本已是改革开放以来最低。按城乡划分，城镇居民可支配收入49283元，农村只有2万元出头。按收入来源划分，工资依然是居民收入的最重要来源。但2022年，这项收入也只有2万出头。从年初的封控到年底突然放开，2022这一年的经济，依然处在时停时转的境遇。很多人面临半年甚至一年都没有收入的境地。按地区划分看，8个省市的居民收入超过了全国平均水平：上海、北京、浙江、江苏、天津、广东、福建、山东除了北京，其他7个省市都是沿海地区。而北方也仅有北京、天津、山东能超过全国水平，南方的收入水平还是超过北方。北京、上海人均收入都超过7万元，处于全国独一档的存在，今年两个超级城市突破8万元应该问题不大。“共同富裕示范区”浙江，则首次迈上6万元的台阶，排在全国第三位。江苏、天津、广东则超过4万元，位居第三梯队。此外，12个省份人均收入超过3万元，12个省份超过2万元。甘肃以23273元，无奈垫底。更重要的是看增速。名义增速超过6%的省份就有7个：西藏、湖北、山西、湖南、贵州、宁夏、福建对比东部沿海地区较高的居民收入水平，中西部省份的收入增速显然更快，收入差距正一点点的缩小。注意，这只是名义增速，如果扣除价格因素，不少地方收入的实际增速，可能会变为负值。比如受疫情冲击严重的吉林，名义增速只有0.74%，实际增速是肯定负增长的。由于各地的统计公报还没有公布，收入的实际增速只能再等等。03而想要稳定收入，还有一个大前提——必须稳定就业。同样，在大会报告中，稳定就业也提到了前所未有的高度。城镇新增就业人数的目标由去年的1100万人提升到了1200万人，是历次大会定下的最高目标。对新增就业的要求变得更高，实在是因为就业压力着实太大。尤其是青年人的就业压力。16-24岁青年人的调查失业率，从2020年以来就没有低于过10%。到了2022年，青年人失业率一直维持在15%以上，尤其是2022年7月，青年人失业率达到了19.9%的高点。即便到了疫情过后，2023年1月的青年人失业率为依然高达17.3%。今年更大的压力在于，高校应届毕业生将高达1158万，再创历史新高。所以，大会报告也明确指出了：“落实落细就业优先政策,把促进青年特别是高校毕业生就业工作摆在更加突出的位置”如果这些毕业生能全部就业，加上其他社会就业，1200万的任务轻轻松松能完成。但理想过于理想，现实还得归于现实。就业结构的矛盾，就成了横亘在理想和现实间的鸿沟。企业需要的工作学生不会，学生学习的知识技能没办法应用于实践，就导致了“有人无岗、有岗无人”，以及就业难和招工难的尴尬局面。比如前几天，在河南财经政法大学就办了一场招聘会，出现了前台、收银员、服务员、行李员、凉菜师傅、传菜生、洗碗工等招聘岗位，月薪最低仅2000元。可真应了那句江湖名言：3000块招不到农民工，却能招到大学生。要知道河南财经政法大学可是一本院校，难怪大家质疑：本科生都这么不值钱了吗？后来学校不得不回应，那是郑州市举办的招聘会，不仅面对大学生，还面对社会招聘的。即便有所澄清，但透露出来的情况，却和现实一致。加上诸如35岁就业门槛难以打破、怀孕女员工的尴尬处境等问题，就业的结构性矛盾、社会性矛盾，依旧存在。更是一个需要长期解决的事情。总不能让每一年都变成“史上最难就业年”吧？",2023-03-09 23:12:00,
881,4880054155217820,枭印夺食。枭即偏印，同性相克食神，无情而伤克严重。正印克制食神的力量相对略小。食神能克制七煞（七煞无情攻击日主，主伤残、疾病、牢狱、死亡之灾，食神同性克制七煞），为日主的福神（印星化煞生身，以母性的力量保护日主。食神制煞护身，以子女的方式保护日主，不容七煞侵犯。）食神又代表想法、思想、政策、方针、路线。食神生财，代表财源。食神制煞，代表同恶势力斗争的法宝与智慧、抵抗疾病的免疫力与健康的资本。枭印见食就夺，意味着失去思想能力、挣钱能力、对付恶劣环境的能力与对疾病的免疫力。夺去福神则灾害发生，带来疾病、破财、失业（失去财源）、学业出问题（印为学业）等问题。枭印夺食有一定的条件，若财制枭而护食，则枭印不能夺食。印格身强印重则为食神泄秀，而非枭印夺食。有时日主很弱而食神过多过旺，可用弱印抑制食神，也非夺食。,2023-03-16 23:04:00,"(sadness,0.5),(fear,0.3),(loss,0.2),(anger,0.1)"
882,4878968228158984,怎样判断一个人城府极深？1，不恭喜别人生女儿，但一定会恭喜生了儿子。2，公司厕所是个好地方，没事就要常去，这就是城府。3，女人会常夸丈夫，对方也会变成自己所想要的样子。4，买房只会悄悄买，那样才不后悔，就怕有人惦记，或来借钱，给自己带来没必要的麻烦。5，对别人家的孩子只会夸，毕竟那是对方的宝贝，一句话都说不得。6，领导做错事或说错话就假装不知道，不对人说，有必要就主动承担起责任，那就很快会升职加薪。7，给人送礼就以“刚好回家，带了点土特产”为由，那样对方也更好接受，自己也可以少花钱。8，在工作群里只会说“收到”，毕竟这是工作的群，没必要说太多，言多必失。9，给老人做寿时，那就不说长命百岁，就怕对方刚好99岁，说了反而不好，或得到教训或挨打。10，不和妻子说自己前任的事，毕竟换做谁都无法接受，包括自己也是一样，而且老拿这个事吵架，自己又无力反驳。11，跟别人出去吃饭都是AA制，这样子大家都不会吃亏，也不会欠人情，关系反而更长久。12，夫妻吵架时第一时间闭上嘴巴，那样想吵也吵不起来了，毕竟一个巴掌拍不响。13，妻子不喜欢的人就算了，她不会害自己，而是从旁观者角度看透对方，只是自己没看透罢了。14，遇到别人的事从替对方不做决定也不给建议，那样子只会是多管闲事，对方也没有理由怪自己。15，平常就说妻子管钱，这样子就没人找自己借钱了，说不定还反过来借钱给自己。16，求人办事就先请客，这样子对方才不会拒绝，而且会更用心帮忙办事，自己也不会欠下人情。17，对领导只会说嗯、哦、好的，这样子的配合态度反而会让对方有好感，而不是给意见，其实不需要的。18，一群人在聊天时，不会接近也不会插嘴，哪怕一句话也可以成为参与者，不知情也是一样。19，别人发消息给自己就等两分钟再回，这样子会感觉不会被重视，而且不会太在乎，自然也就不会吃亏。20，买东西讲价就先装作无所谓的态度，这样子才能更好的讲价，只要是太在乎态度，那就讲价不下来。21，买药时只会说是帮别人买的，这样子就跟买到指定的便宜药，而不是一直被推荐，很烦又无奈。22，遇事就先多问问父母，他们不会害自己的子女，而且有更多过来人经验可以帮助自己少吃亏。23，有城府的女人就不会远嫁，毕竟十嫁九悔，而且失去娘家的依靠，只能任由婆家欺负。24，酒局上，对自己有帮助的人就会偷偷买单，而且还会说是对方买的单，这样子会获得好感又显得会做人。25，兜里会带一包烟，逢人递根烟就有意想不到的社交效果，而且还是只要一两块钱就能解决的事。26，去医院时看到护士叫医生，看到医生叫教授，对方爱听又心生好感，这样子才有利于看病。27，遇到夫妻吵架就绕路走，不参与、不劝、不说话是最大尊重，要不然就是越来越乱。28，单身的女人在外不想被人家纠缠，就说自己有男朋友，这样就会少很多烦恼，而且不会引来一些看不见的危险。29，出门在外遇到再不舒服的人和事都会假装配合态度，这样子才不会得罪别人，又不会被针对，但会选择疏远。30，收了人家的红包或是吃了人家饭就会及时还回去，深知礼尚往来才是不变的道理，没有免费的午餐。31，对谁都会面带微笑，这样子就能更好的伪装自己，但是却可以从微笑中去不动神色的看透别人。32，不想回答的问题就假装没听见或是笑而不语，对方也就会知趣，彼此也不会尴尬。33，对亲戚总说过得一般，这样子他们才能放心，毕竟总有一些人会妒忌过算计。34，全款买东西就说按揭，这样子大家才会心理平衡，而不会有不必要的麻烦。35，不小心撞破别人秘密就会藏在心里或尽快忘记，毕竟秘密说出来很容易得到教训或挨打，对自己没有任何好处。36，领导交代的就只会配合，毕竟人家请自己做事就是要这样子，而不是意见或处处针对。37，坐别人车时就不坐在副驾座上，那样子很容易引起对方夫妻吵架，只因副驾驶座是对方伴侣的专属位置。38，找人借东西，那就会保持干净或加点还回去，这样才显得会做人，也就有下次借东西的机会。39，别人买东西只会夸，因为那是对方精心挑选出来的，不允许贬低，要不然就是一种不尊重。40，对于别人征求意见，总是会支持态度，其实也就需要一个支持到底的人罢了，而不是反对或贬低。41，别人请长假就不问理由，对方肯定是有不好的事才会请假，沉默是最好态度。42，出门在外就是要包装自己，这样才有利于社交，别人也会主动结交，哪怕口袋没有一分钱也是一样。43，请人办事就会礼貌用语，“谢谢、请”等等，对方会心生好感又愿意帮忙，而且自己又不用花钱。44，人在职场就只会请领导，从不请同事，毕竟一点实质性帮助都没有，请领导至少不会失业，说不定升职加薪会快一点。45，去新公司时，一直保持沉默态度，只有这样才有神秘感，自然也就会很快合群又被尊重。46，不管认不认识，看到男的就叫“老板”，看到女的就叫“美女”，这样准没错，不吃亏。47，聚餐时，不要第一个动筷子，也不吃最后一块肉，这就是一种城府。48，工资只会对半说，10000说5000块钱。49，常网购的人，那就要拿快递多绕几圈再过家，这就是城府深。50，婚前不买车，婚后不买房。L沪上创业者Robin的微博视频,2023-03-13 23:08:00,"(happiness,0.3),(glad,0.2),(welcome,0.1),(happiness,0.3),(glad,0.2),(welcome,0.1)"
883,4879703506162197,3月15日，越来越多的重庆人发现，送外卖的外卖员，最近生意好像越来越清淡了！为什么呢？！因为最近重庆主城区，到处都是摆摊设点的小摊贩，重庆城管全面放水之后……现如今，大家都更愿意下楼去吃饭，不愿意点外卖了！……2023年春天，重庆年轻人，也更愿意去摆摊设点当一个小摊贩，并不太愿意送外卖……哎！最近，我经常到处赏花，我真的发现，最近重庆的网约车也是很便宜，经常打5折，原本20块钱的路程，现如今，10块钱就可以了！真没想到，很多人调侃说，失业后就去送外卖或者开滴滴车……竟然也赚不到钱了！是的，送外卖，最近生意惨淡！是的，开网约车，最近单价很低！失业后的两大热门职业，难道要濒临淘汰了吗？！好在，最近重庆主城区，基本上算是彻底放水了，可以随便到处摆摊设点了！估计至少10万人，新加入到了摆摊设点的队伍……就说我这个行业，摄影师的摆摊设点……重庆主城区，参与到摆摊摄影的摄影师，估计已经超过1000人了！~重庆洪崖洞及周边，每天晚上，摆摊的摄影师，至少几百人！#光线摄影学院曾兰老师#,2023-03-15 23:50:00,"(humor,0.4),(sarcasm,0.3),(irony,0.2),(amusement,0.1)"
884,4876800322441045,无论现在状况如何，工作失业与否，感情顺利与否，健康无忧与否，一定不要丢掉对自己未来美好生活的瞩目和期望的能力。----晚安✨❤#健康美好生活计划#,2023-03-07 23:34:00,"(positivity,0.8),(determination,0.2),(hope,0.1)"
885,4877884537967808,【美国2月非农新增就业31.1万人，失业率升至3.6%，薪资增速低于预期】数据公布后，美联储3月加息50基点的预期大幅降温。O美国2月非农新增就业31.1万人，失业率升至3.6%，薪资增速低于预期(来自@华尔街见闻APP),2023-03-10 23:22:00,"(anger,0.4),(fear,0.3),(disappointment,0.2)"
886,4877156812853166,1932年，约有200万美国人到处流浪——其中有25万以上是在16~21岁之间。这些被当时媒体称为大萧条时期的“漂泊无依的人”中，有两手空空的佃农；有因为大旱三年、离乡背井的农场主；有一大批刚从大学毕业，找不到工作的青年，还有忽然失业的愁眉苦脸的中年汉子带着生病的婴儿——这些人天天奔波，居无定所。而这些人当中不乏衣冠楚楚的中产阶级——意气风发的银行行长或者曾在著名报纸上发表评论的名作家，如今却在夜间敲门讨饭或蜷缩在城市排队领面包的人群里。这是自1929年“黑色星期二”开启的大萧条以来，美国人真实生活的一个缩影。,2023-03-08 23:11:00,"(sadness,0.5),(frustration,0.3),(helplessness,0.2)"
887,4878245403301482,失业了就去便利店打工,2023-03-11 23:16:00,"(sadness,0.4),(frustration,0.3),(urgency,0.3)"
888,4935120057010670,纪念一下最后一次失业金202302-2023087个月感谢政府这感觉就像是肺炎时期的核酸检测像是一个时段的标记是社会的标记，也是我的,2023-08-15 21:56:00,"(gratitude,0.4),(satisfaction,0.3),(nostalgia,0.2),(pride,0.1)"
889,4879330185056314,#国考#2022年全国出生人口956万人，而2022年全国高考人数1193万，这就意味着15年后高中、职校以及高校的招生成为一个很大的问题，随之就会对教师编制进行缩减，很大一部分学校的教师面临着转行失业的问题。从今年3月份已经对编制进行5%的缩减，以后还会逐年缩减，因此近些年来，参加国考省考的热度不断飙升，大部分毕业生都想拥有一个编制，然后稳定地躺过未来的几十年，但是有人思考过十年后的变化吗？,2023-03-14 23:07:00,"(anxiety,0.5),(uncertainty,0.3),(ambition,0.2)"
890,4878255675149448,坐等失业,2023-03-11 23:57:00,"(anger,0.4),(frustration,0.5),(disappointment,0.1)"
891,4880062552214722,#diamond日常#白天才说到怎么通马桶，晚上竟然就堵了。一瓶疏通剂，一壶开水，畅通无阻，并且经过了太子尿团的测试，哪天失业了说不定可以往这方向发展,2023-03-16 23:37:00,"(joy,0.45),(frustration,0.35),(surprise,0.2)"
892,4935145747125246,"政府工作报告指出，预计2023高校毕业生将达到1158万人。就业人数年年增加，退休年龄又被拉长，到底是优先保障年轻人就业，还是防止年龄大的职场人失业呢？毕竟前有就业岗位不足，后有人工智能取代，蕞苦的还是非打工人莫属啊！你还记得毕业后你选择的第一份职业是什么吗？职业选择就和我们生活一样，也是需要提前做好规划的，如果有这样一份工作，可以让你时间自由，让工作和生活平衡；还能实现财务自由，当然这和你的付出是成正比；蕞关键的是，它还可以给你职业完全自由，它就像是一个创业平台，剩下的光芒就靠你自己来绽放了。没错，这就是保险行业，都说加入这个行业的人，不是走投无路就是身怀绝技，这些年，很多985名校毕业的都选择了这个行业，就是看到了它未来无限的可能。,其实保险说白了就是一种金融工具，它可以帮助人们提前去规划人生财富，能助力人们生活更美好，这样的职业，你愿意试试吗？#如果创业你会选择哪个行业#",2023-08-15 23:38:00,"(hope,0.4),(fear,0.3),(ambition,0.2),(confusion,0.1)"
893,4876075400174640,#女性生育面临哪些主要问题#1.没钱养。希望产检免费，奶粉尿不湿价格降一降，幼儿园免费。2.没人带。上班没办法带孩子，不上班没收入会饿死。希望完善婴幼儿托育机构或给产妇缴纳社保，延长产假并发放育儿补贴。3.放开35岁的就业门槛，取消职业年龄歧视。人到中年正是上有老下有小，到处是压力需要拼搏的时候，怎么就得被迫失业了？,2023-03-05 23:33:00,"(frustration,0.6),(sadness,0.3),(anger,0.1)"
894,4878611365234871,卡其失业但是为社么给我推这个是暗示我找不到工作吗,2023-03-12 23:30:00,"(angry,0.4),(frustration,0.3),(disappointment,0.3)"
895,4877168326215051,"{新疆温宿：千方百计保持就业大局持续稳定}就业是最大的民生工程、民心工程、根基工程。近年来，温宿县始终坚持把城乡劳动力就业作为事关经济发展、社会稳定、扎实做好“六稳”工作，全面落实“六保”任务的关键一招。一是健全工作机制“稳就业”。温宿县高度重视就业工作，把“稳就业”摆在更加突出的位置，按照“稳存量、扩增量、提质量”的工作思路，先后多次召开会议，听取就业专题汇报，研究和部署就业工作，形成了“党委牵头、政府负责、人社指导、乡（镇）落实、成员参与”的大就业工作格局，为推动全县就业工作、持续民生改善提供了有力支撑和保障。截至目前，组织召开就业工作专题会议3次，与县就业工作领导小组成员单位签订2023年就业工作责任书，进一步压实各成员单位工作责任。二是细化工作举措“保就业”。持续深化县、乡（镇）、村三级就业联动。通过建立“包乡联村”就业跟踪、动态月报等机制，落实“1+2+2”工作责任制，即：1名人社系统干部包联1-2个乡（镇）；2名人社系统干部为一组，每个小组设1名组长、1名信息员，对辖区全口径人员信息、户均就业台账、高校毕业生实名制登记及就业情况等进行逐户排查登记，建立健全劳动力就业状况“档案”，确保基础数据信息的准确性，各项数据质量得到显著提升，为后期工作开展奠定基础。三是拓宽服务渠道“促就业”。采取“互联网+就业”的模式，充分发挥“线上+线下”作用，进一步优化公共就业服务举措，做大做强“劳动力就业地图”“零工市场暖心驿站”“杜科长岗位咨询热线”“丹丹抖音直播带岗”等公共服务品牌，主动邀请107家优质招工企业，深入乡（镇）不间断、高频次举办建筑领域、民营企业专场、物流快递专场、妇女专场、残疾人专场等“春风行动暨就业援助月”系列主题招聘活动，为招聘企业和求职者搭建互通平台，助力企业复工复产，促进群众高质量就业。今年以来，累计举办线下招聘活动30场次，开展直播带岗20场次，提供就业岗位5600余个，参与群众9300人次，签订就业意向4400余人；发布就业招聘信息10期4000余个就业岗位信息。四是实施政策帮扶“联就业”。扎实推进高校毕业生和失业人员稳定就业，秉承“政府搭台、群众表演”的公共就业服务理念，鼓励和支持全县各族群众创业就业，打造“小微创业基地”，新建温宿县大巴扎和稻花香里夜市，提供3000个摊位，吸引4500人就业创业；积极改造“水乡夜市”、九阳步行街等4个跳蚤市场，规范打造民生小区、龙脉书苑等4个零工市场，为从事灵活就业人员提供广阔的就业空间。今年以来，城区400余人利用政府提供摊位实现了灵活就业创业。五是紧盯工作目标“抓就业”。“就业是民生之本，培训是就业之基”,该县人社局提前谋划冬闲培训黄金时段，率先完成了《2023年温宿县冬季大培训工作方案》下发，并依托县级技工学校“县、乡、村”大培训体系，分层分类开展技能培训。已累计开展各类职业技能培训150期6190人（其中：建筑领域培训1351人）。同时，积极探索适合县域产业发展的培训模式，建立健全以“招工即招生，入企即入校，校企双制，工学一体”的培训体系，积极与阿克苏舌尖尖牛肉面（连锁店）餐饮企业精准对接，扎实深入推进产教融合。截至目前，全县45名未就业群众参加了此次培训，年内计划组织开展“订单班”培训10期500人，培训结业后直接到企业安就业。2023年是全面贯彻落实党的二十大精神的开局之年，做好稳就业工作意义重大，推动高质量就业为根本，着力提高城乡劳动力工资性收入水平，通过打好“就业组合拳”，切实优化城乡劳动力就业结构，提高就业质量，为实现城乡劳动力更加充分和更高质量就业展现人社干部应有的作为。（温宿县人社局：江凯）",2023-03-08 23:56:00,
896,4881154518291436,#水瓶座到底在焦虑什么#是我本人天天焦虑停水停电都能想到是不是马上要全世界末日再也不会来水来电了微博推什么我就焦虑什么仿佛明天就失业就下岗世界经济就崩盘金融危机就来袭口头禅是和我妈说你看这个世界说不定哪天就玩完了所以我不能生孩子,2023-03-19 23:56:00,"(anger,0.6),(worry,0.3),(frustration,0.1)"
897,4880425091338837,我玩逆转裁判像傻帽两场法庭+搜证花了我5个小时…要不是有千寻姐救场我还能再+1小时……成步堂要是真像我这样早失业噜,2023-03-17 23:37:00,"(anger,0.45),(frustration,0.35),(sarcastic,0.2)"
